,Unnamed: 0.1.1.1.1,clip_id,youtube_id,start_time,end_time,split,action,adverb,caption,clustered_action,clustered_adverb
0,78126,ATXRvSRJImM_000047_000057,ATXRvSRJImM,47.0,57.0,train,hang,down,"A woman is hanging from a rope and she hangs upside down,",mount,downwards
1,25607,ADLGYEI62a0_000012_000022,ADLGYEI62a0,12.0,22.0,train,stick,quickly,Water with many small fish swimming around as someone sticks there hand in the water quickly.,stick,quickly
2,21275,R78iRwHBkQM_000022_000032,R78iRwHBkQM,22.0,32.0,train,apply,carefully,Someone carefully applies a clear lacquer to a woman's fingernails.,spread,carefully
3,17428,7RMeGBhZc8k_000001_000011,7RMeGBhZc8k,1.0,11.0,train,flow,fast,A gentleman is crossing a rather fast flowing river on a motorcycle.,pour,quickly
4,69599,uZyZTplG4eo_000077_000087,uZyZTplG4eo,77.0,87.0,train,sneeze,rapidly,"One young woman beings to sneeze rapidly, followed by another young woman who begins to sneeze.",sneeze,quickly
5,86820,s16cqg_JRb0_000001_000011,s16cqg_JRb0,1.0,11.0,train,yawn,slowly,A young woman yawns slowly while using a computer in a  bedroom.,breathe,slowly
6,74524,mQwasbmfWBE_000012_000022,mQwasbmfWBE,12.0,22.0,train,bring,up,Two women dancing in a hallway and one dips the other and brings her back up,carry,upwards
7,21334,M7OHFj010lw_000283_000293,M7OHFj010lw,283.0,293.0,train,apply,skillfully,A woman skillfully applies paint to her nails in an elaborate design.,spread,properly
8,16312,-02UO1KSdZ0_000025_000035,-02UO1KSdZ0,25.0,35.0,train,count,quickly,The man is counting money quickly then grins after he finishes.,count,quickly
9,30935,NFXYEiGZoTg_000004_000014,NFXYEiGZoTg,4.0,14.0,train,stand,off,A man is standing outside a bar at night and bangs his head against a fence then another man walks up and then two women are standing off to the side talking to them.,stand,off
10,24596,Q0ITIDt6Z7E_000004_000014,Q0ITIDt6Z7E,4.0,14.0,train,hit,hard,A skateboarder does a trick but hits his head hard on the sidewalk and scraps his forehead.,hit,firmly
11,53068,o2K9hmeqxAA_000003_000013,o2K9hmeqxAA,3.0,13.0,train,walk,slowly,Two riders slowly walk their horses around a pen as they play polo.,walk,slowly
12,8383,VwhO6FTeoz0_000106_000116,VwhO6FTeoz0,106.0,116.0,train,drive,slowly,Truck operator slowly drives bulldozer backwards leaving tracks through clearing in forest.,drive,slowly
13,51328,t98Cp71GPD8_000018_000028,t98Cp71GPD8,18.0,28.0,train,run,backwards,A boy runs backwards and sideways in a field while an adult and small child play in the background.,run,backwards
14,46442,V0DiJL_2uQg_000014_000024,V0DiJL_2uQg,14.0,24.0,train,peel,properly,A person describes how to properly peel a potato with a potato peeler while demonstrating.,peel,properly
15,4218,QU7V8yF0XbI_000024_000034,QU7V8yF0XbI,24.0,34.0,train,bend,inside,The man was stretching by bending over inside of a gym.,bend,indoor
16,66197,gFt6y1UWFh8_000017_000027,gFt6y1UWFh8,17.0,27.0,train,run,suddenly,A man is in the middle of a gym and he suddenly runs  across a counter,run,instantly
17,23112,LCUxZvPfkKE_000000_000010,LCUxZvPfkKE,0.0,10.0,train,sit,outside,A woman is sitting at a table outside eating a burger/sandwich.,sit,outdoor
18,203,BR0RHXGuEas_000243_000253,BR0RHXGuEas,243.0,253.0,train,look,forward,A man on a stage holding something looks offstage then forward as he speaks.,look,forwards
19,12704,u0PWxPQwRgY_000095_000105,u0PWxPQwRgY,95.0,105.0,train,slice,quickly,A man quickly slices up a piece of raw meat with a scroll saw.,cut,quickly
20,46803,vtPEWwtodCU_000131_000141,vtPEWwtodCU,131.0,141.0,train,stand,outside,Young kids are standing outside and petting a friendly goat.,stand,outdoor
21,50065,hIkW4FEje5M_000058_000068,hIkW4FEje5M,58.0,68.0,train,set,carefully,A little boy in shorts carefully sets up dominoes while sitting on the floor.,set,carefully
22,85895,qvL6BhaM08I_000039_000049,qvL6BhaM08I,39.0,49.0,train,lean,back,"A man is windsurfing, and he leans back to let his fingers touch the water as he rides.",tilt,backwards
23,34886,ghKiCrC20L4_000008_000018,ghKiCrC20L4,8.0,18.0,train,move,fast,Men slowly cross busy road with oncoming traffic such as yellow vehcles and fast moving cars.,move,quickly
24,51470,1z9tw7zqYYI_000037_000047,1z9tw7zqYYI,37.0,47.0,train,play,inside,Inside of a dark area music plays and children play lazer tag.,play,indoor
25,16093,9YFemp9QmzQ_000261_000271,9YFemp9QmzQ,261.0,271.0,train,place,carefully,A chef carefully places a finished product onto a plate for serving.,put,carefully
26,51393,GRa9CqLNj5o_000635_000645,GRa9CqLNj5o,635.0,645.0,train,run,up,"A woman at home base on a kicball team kicks the ball into the distance, and another woman runs up as she runs off.",run,upwards
27,46933,b34egjaaFtg_000004_000014,b34egjaaFtg,4.0,14.0,train,rub,silently,Someone rubs the fur of a cat silently and it licks him then gets up to go away.,spread,quietly
28,71917,X-ZnVx76pY0_000005_000015,X-ZnVx76pY0,5.0,15.0,train,touch,back,"A girl touched her back with on arm, dissolved it and the touched it with the other arm.",touch,backwards
29,83572,tDOF5AK3rE8_000000_000010,tDOF5AK3rE8,0.0,10.0,train,walk,outside,A baby walking outside in the snow and making foot prints.,walk,outdoor
30,51590,rzFJliUNwzs_000163_000173,rzFJliUNwzs,163.0,173.0,train,use,carefully,A boy plays a musical instrument by using his hands very carefully,use,carefully
31,10046,azs6shxDOOs_000068_000078,azs6shxDOOs,68.0,78.0,train,stand,indoors,"A woman is standing indoors, and is carefully strapping in an infant onto herself using a red baby carrier.",stand,indoor
32,75430,mAFYjMdlz4E_000022_000032,mAFYjMdlz4E,22.0,32.0,train,lean,forward,"A teen boy and girl are in a car, the boy leans forward and gets a phone then sings and plays guitar.",tilt,forwards
33,57905,ZSk3wQMAqG0_000003_000013,ZSk3wQMAqG0,3.0,13.0,train,put,properly,An older woman is showing the lady how to properly put on an indian skirt.,put,properly
34,26068,otKxJ0vXO6E_000059_000069,otKxJ0vXO6E,59.0,69.0,train,move,fast,Three young men are pantomiming a song in front of a camera and moving around very fast.,move,quickly
35,74521,mQwasbmfWBE_000012_000022,mQwasbmfWBE,12.0,22.0,train,dance,inside,Two women are dancing together inside while laughing.,dance,indoor
36,27604,CzLx7JIwGZY_000021_000031,CzLx7JIwGZY,21.0,31.0,train,fold,neatly,A person is neatly folding a blue dinner towel into a triangle.,fold,neatly
37,2906,WH7DmCujNkM_000009_000019,WH7DmCujNkM,9.0,19.0,train,speak,outside,"Outside, a male is speaking while cooking food on a barbeque.",talk,outdoor
38,68274,7euIoWZ3Ihw_000026_000036,7euIoWZ3Ihw,26.0,36.0,train,bark,outside,A group of sled dogs jump and bark outside in the snow.,talk,outdoor
39,6641,a8mpJKj2mgc_000085_000095,a8mpJKj2mgc,85.0,95.0,train,rotate,slowly,A woman is rotating her head slowly to show off her earrings and hair.,turn,slowly
40,76298,_h0cIb10KMQ_000000_000010,_h0cIb10KMQ,0.0,10.0,train,throw,haphazardly,A crowd cheers as a man haphazardly throws a shot put and runners sprint by on a track.,throw,carelessly
41,14628,olVCqOzMqAI_000000_000010,olVCqOzMqAI,0.0,10.0,train,climb,slowly,A man holds a long rope and climbs up and then he slowly climbs down,climb,slowly
42,83371,Dhas1rn3di4_000069_000079,Dhas1rn3di4,69.0,79.0,train,look,back,"Someone take a ball from a dog's mouth, and it runs down a path ahead of them looking back.",look,backwards
43,16697,1H7lCOu4LPw_000017_000027,1H7lCOu4LPw,17.0,27.0,train,pull,quickly,A kid is pulling on each one of his fingers very quickly.,pull,quickly
44,51557,aKERYZA07x8_000035_000045,aKERYZA07x8,35.0,45.0,train,play,carefully,A boy seated in a dark room carefully plays a tune on a mandolin.,play,carefully
45,63548,_lC3XbRWe7U_000000_000010,_lC3XbRWe7U,0.0,10.0,train,shake,fast,A baby boy is playing and having fun while shaking his head really fast.,shake,quickly
46,26125,f0EAjMQX69U_000001_000011,f0EAjMQX69U,1.0,11.0,train,stand,outdoors,A boy is smiling as he waves his hand standing outdoors.,stand,outdoor
47,82887,MruISfYNSYU_000023_000033,MruISfYNSYU,23.0,33.0,train,laugh,loudly,A guy is walking on boards to get across a river while another guy laughs loudly.,laugh,loudly
48,75639,PBUj4DZj-kQ_000013_000023,PBUj4DZj-kQ,13.0,23.0,train,wrap,carefully,A person carefully wrapped a very small paper in his hand,cover,carefully
49,1993,j7XRhRBKvm4_000218_000228,j7XRhRBKvm4,218.0,228.0,train,connect,inside,A person is tying and then connecting loose cables inside of a computer.,attach,indoor
50,29668,2EuRhc8zCwg_000086_000096,2EuRhc8zCwg,86.0,96.0,train,use,indoors,A person is indoors and using a pair of scissors to cut a dog's hair,use,indoor
51,4196,MJNjtzrl5qk_000000_000010,MJNjtzrl5qk,0.0,10.0,train,bend,backwards,A girl is standing up and then bends backwards to do a back bend.,bend,backwards
52,48544,nPGctuxTMd4_000000_000010,nPGctuxTMd4,0.0,10.0,train,march,outside,A marching band is marching in a parade outside as people watch from the side.,walk,outdoor
53,29142,Nh_F7GZjYlk_000000_000010,Nh_F7GZjYlk,0.0,10.0,train,kick,out,"Golf ball is at end of mat, ball is hit with club, ball rolls into holder, and foot kicks ball out.",kick,out
54,38698,nJ3R-KEmQM0_000000_000010,nJ3R-KEmQM0,0.0,10.0,train,play,back,"As music plays, a woman waves and talks before another woman licks her ear, and the scene plays back in slow motion.",play,backwards
55,26789,aDRdrEMNp2c_000002_000012,aDRdrEMNp2c,2.0,12.0,train,flip,unsuccessfully,"Man holds skillet in front of stove, tries to flip pancake unsuccessfully, and then flips pancake showing browned side up.",turn,improperly
