,id,youtube_id,weak_timestamp,clustered_adverb,clustered_action,task_num,adverb,action,before_action,before_clustered_action,before_id,before_timestamp,after_action,after_clustered_action,after_id,after_timestamp,in_window_actions,in_window_clustered_actions,in_window_ids,in_window_timestamps,clip_id
0,17847,e3BOSneiyLc,50.355,finely,cut,105762,finely,chop,peel,peel,351141.0,35.8,shred,cut,351144.0,62.96,[],[],[],[],e3BOSneiyLc_50-355
1,15967,6-0-6Sv_UhA,373.115,completely,cook,91518,completely,cook,slice,cut,155496.0,367.0,cut,cut,155498.0,397.92,"['cool', 'slice']","['cool', 'cut']","[155495, 155496]","[365.96, 367.0]",6-0-6Sv_UhA_373-115
2,1515,TO-6Ssx3zoU,198.865,quickly,cook,16323,quickly,cook,start,start,475736.0,160.43,turn,turn,475739.0,207.25,['turn'],['turn'],[475739],[207.25],TO-6Ssx3zoU_198-865
3,10439,qv7_oVMPLYw,393.92,partially,raise,41773,barely,raise,shut,close,484623.0,391.06,set,set,484625.0,406.41,['shut'],['close'],[484623],[391.06],qv7_oVMPLYw_393-92
4,7154,pfdGib26Nho,519.5,completely,install,89899,fully,instal,install,install,220276.0,510.7,,,,,['install'],['install'],[220276],[510.7],pfdGib26Nho_519-5
5,17952,eXKL9lJB6iU,187.435,quickly,cook,105762,fast,cook,coat,dip,347828.0,168.19,turn,turn,347831.0,212.95,[],[],[],[],eXKL9lJB6iU_187-435
6,5307,XpRlN-iALFo,106.685,completely,mix,101028,thoroughly,mix,add,add,111109.0,92.25,,,,,[],[],[],[],XpRlN-iALFo_106-685
7,8668,dsTs0ZXiD8A,306.585,completely,roll,93400,fully,roll,start,start,260041.0,270.07,grease,spread,260044.0,350.61,[],[],[],[],dsTs0ZXiD8A_306-585
8,4367,QIgYiQi3quY,292.4600000000001,partially,take,40596,not completely,remove,loosen,twist,233715.0,288.5,hold,hold,233719.0,308.31,"['loosen', 'hold']","['twist', 'hold']","[233715, 233716]","[288.5, 288.29]",QIgYiQi3quY_292-4600000000001
9,13043,UEaq_utgpTg,212.67,finely,cut,91586,thinly,slice,use,use,170171.0,180.77,cook,cook,170173.0,218.71,['cook'],['cook'],[170173],[218.71],UEaq_utgpTg_212-67
10,13800,r7BIGzX5xiY,635.625,quickly,burn,41718,fast,burn,toast,cook,599966.0,582.34,flip,turn,599968.0,650.55,[],[],[],[],r7BIGzX5xiY_635-625
