,Unnamed: 0.1.1.1.1,clip_id,youtube_id,start_time,end_time,split,action,adverb,caption,clustered_action,clustered_adverb
0,79119,6t-2LbFmL6c_000045_000055,6t-2LbFmL6c,45.0,55.0,train,tie,slowly,A young man looks into the camera and slowly ties a necktie around his neck along to music.,secure,slowly
1,53007,eYTIdMxq8dE_000101_000111,eYTIdMxq8dE,101.0,111.0,train,play,outdoors,People play water polo outdoors and one man makes a goal to cheers and yelling.,play,outdoor
2,71828,b-N9kTWYHZU_000014_000024,b-N9kTWYHZU,14.0,24.0,train,stand,outside,A group of young girls are standing in a wooden tub outside and stomping on something while people cheer them on.,stand,outdoor
3,66844,un7TxBVYCKU_000021_000031,un7TxBVYCKU,21.0,31.0,train,stop,slowly,A ski jumper slowly stops then is seen doing his jump.,stop,slowly
4,41254,Oahsws2lqZo_000138_000148,Oahsws2lqZo,138.0,148.0,train,fold,properly,A pair of hands shows how to properly fold a crisp paper airplane.,fold,properly
5,53953,ZneBc3wYLBk_000139_000149,ZneBc3wYLBk,139.0,149.0,train,play,inside,A boy is playing a musical instrument inside of a studio.,play,indoor
6,61840,uMtGlIwGUgY_000004_000014,uMtGlIwGUgY,4.0,14.0,train,play,loudly,Two teams of two people dance on a stage to music that is playing loudly in the background.,play,loudly
7,27125,xFfuQPo-K6U_000000_000010,xFfuQPo-K6U,0.0,10.0,train,laugh,loud,A child walks onto a field and then turns around laughing out loud.,laugh,loudly
8,16326,AYGdenKsYZ8_000077_000087,AYGdenKsYZ8,77.0,87.0,train,stack,carefully,A woman very carefully stacks coins and declares there are 5.,stack,carefully
9,56469,K2hn6lojAt8_000021_000031,K2hn6lojAt8,21.0,31.0,train,push,forward,A toddler sitting on a toy car is pushed forward by second toddler holding the rear handle.,press,forwards
10,42582,gFn7GucM_dw_000060_000070,gFn7GucM_dw,60.0,70.0,train,sit,outside,Someone is sitting down outside as a woman stands behind and massages the back of the neck.,sit,outdoor
11,57477,L-6wLlxKEmk_000151_000161,L-6wLlxKEmk,151.0,161.0,train,put,properly,A woman is explaining how to properly put on makeup.,put,properly
12,28760,gM2Vv7ok3SI_000049_000059,gM2Vv7ok3SI,49.0,59.0,train,place,inside,"Competitors stand in containers of water, use ring to sift materials, lift findings with fingers and place inside tube.",put,indoor
13,36043,5GzAA8ieWCg_000004_000014,5GzAA8ieWCg,4.0,14.0,train,jump,back,A boy is covered in silver color and jumps back into the pool.,jump,backwards
14,61532,1jlCIie7myQ_000085_000095,1jlCIie7myQ,85.0,95.0,train,run,inside,A man runs on a treadmill inside while watching something on TV.,run,indoor
15,12922,s3nm0aDMZz8_000008_000018,s3nm0aDMZz8,8.0,18.0,train,chop,quickly,A person is chopping carrots quickly on a cutting board.,cut,quickly
16,69925,LcQBOqw7sQ8_000000_000010,LcQBOqw7sQ8,0.0,10.0,train,snowboard,fast,A person is snowboarding fast down a snowy alpine slope.,ski,quickly
17,33840,GaBb7y209Sg_000000_000010,GaBb7y209Sg,0.0,10.0,train,stick,outside,Outside someone sticks their hand in a body of water and pulls out a piece of glass.,stick,outdoor
18,33440,5Blq0sCCy3M_000022_000032,5Blq0sCCy3M,22.0,32.0,train,look,off,A man sits on a chair looking off in the distance while ice fishing on a frozen lake.,look,off
19,76089,ny21UwIAD3w_000008_000018,ny21UwIAD3w,8.0,18.0,train,throw,outside,Two kids who are throwing around the basketball outside to one another.,throw,outdoor
20,75958,kXpqE26D5vw_000004_000014,kXpqE26D5vw,4.0,14.0,train,throw,outdoors,A young boy throws an axe at a wooden board outdoors.,throw,outdoor
21,64495,xk5fOtPk4Y0_000016_000026,xk5fOtPk4Y0,16.0,26.0,train,shave,quickly,A person is using a shear to shave a sheep very quickly.,cut,quickly
